Team: 100 Thieves, Player: Boostio, Mouse: Lamzu Maya X Pink, Hz: 8000.0, DPI: 800.0, Sens: 0.233, eDPI: 186.4, Scoped Sens: 1.0, Monitor: LG ULTRAGEAR 27GN750-B, Resolution: 1920x1080, Mousepad: ZOWIE G-SR-SE Rouge, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: HyperX Cloud II, Chair: NULL
Team: Free Agent, Player: foxz, Mouse: Razer Viper Mini Signature Edition, Hz: 1000.0, DPI: 800.0, Sens: 0.49, eDPI: 392.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Custom Keyboard, Headset: HyperX Cloud II Pink, Chair: NULL
Team: Free Agent, Player: iDex, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.35, eDPI: 280.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: shirazi, Mouse: Razer Viper V3 Pro White, Hz: 4000.0, DPI: 800.0, Sens: 0.32, eDPI: 256.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1680x1050, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: lenne, Mouse: Razer Deathadder V3 Pro Black, Hz: 4000.0, DPI: 800.0, Sens: 0.28, eDPI: 224.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1152x864, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: HyperX Cloud II, Chair: NULL
Team: Free Agent, Player: szimpli, Mouse: Razer Viper V3 Pro White, Hz: 4000.0, DPI: 1600.0, Sens: 0.1, eDPI: 160.0, Scoped Sens: 0.887, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: Artisan Ninja FX Zero Soft Orange, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: Eren, Mouse: Ninjutso X VAXEE Sora Orange, Hz: 1000.0, DPI: 1600.0, Sens: 0.2, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: Artisan Ninja FX Zero Soft Orange, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: Blacklyte Kraken Pro
Team: Free Agent, Player: Virtyy, Mouse: Lamzu Atlantis Mini Champions Edition, Hz: 1000.0, DPI: 1600.0, Sens: 0.2, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Orange, Keyboard: Wooting 60HE+, Headset: SteelSeries Arctis Nova Pro Wireless White, Chair: NULL
Team: Free Agent, Player: seb, Mouse: Xtrfy M4 Miami Blue, Hz: 1000.0, DPI: 400.0, Sens: 0.42, eDPI: 168.0, Scoped Sens: 0.9, Monitor: ZOWIE XL2540K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: SteelSeries Apex Pro TKL, Headset: Sennheiser GAME ONE, Chair: NULL
Team: Free Agent, Player: clear, Mouse: Razer Viper V3 Hyperspeed, Hz: 1000.0, DPI: 1600.0, Sens: 0.12, eDPI: 192.0, Scoped Sens: 0.7, Monitor: NULL, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: beyerdynamic DT 770 Pro, Chair: NULL
Team: Free Agent, Player: astr0, Mouse: Razer Viper V3 Pro White, Hz: 4000.0, DPI: 800.0, Sens: 0.33, eDPI: 264.0, Scoped Sens: 1.5, Monitor: ZOWIE XL2546K, Resolution: 1280x960, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: misu, Mouse: Lamzu Atlantis Mini, Hz: 4000.0, DPI: 1600.0, Sens: 0.16, eDPI: 256.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: SteelSeries Arctis Nova Pro, Chair: Razer Iskur V2
Team: Free Agent, Player: Sevkaan, Mouse: WLMouse BEAST X Silver, Hz: 8000.0, DPI: 1600.0, Sens: 0.175, eDPI: 280.0, Scoped Sens: 0.53, Monitor: Acer Nitro XV252QF, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: Logitech G Pro X Wireless Headset, Chair: noblechairs HERO
Team: Free Agent, Player: Kanpeki, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.32, eDPI: 256.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546 Divina Pink, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: Corey, Mouse: Endgame Gear XM2we, Hz: 1000.0, DPI: 800.0, Sens: 0.486, eDPI: 388.8, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: Logitech G Pro X Headset, Chair: NULL
Team: Free Agent, Player: ChAlalala, Mouse: ZOWIE FK1, Hz: 1000.0, DPI: 400.0, Sens: 0.6, eDPI: 240.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Razer BlackWidow Chroma V2, Headset: HyperX Cloud Alpha, Chair: NULL
Team: Free Agent, Player: Healing, Mouse: Razer Viper V3 Pro White, Hz: 8000.0, DPI: 800.0, Sens: 0.343, eDPI: 274.4, Scoped Sens: 1.1, Monitor: ZOWIE XL2540K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: RockeT, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.25, eDPI: 200.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: NULL
Team: Free Agent, Player: Bunt, Mouse: Razer Viper Mini Signature Edition, Hz: 1000.0, DPI: 800.0, Sens: 0.312, eDPI: 249.6, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: Will, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.4, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Mid, Keyboard: Ducky One 2 TKL White, Headset: EPOS H6PRO White, Chair: NULL
Team: Free Agent, Player: Relyks, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 400.0, Sens: 0.79, eDPI: 316.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2540, Resolution: 1920x1080, Mousepad: Artisan Hayate Otsu XSoft Black, Keyboard: HyperX Alloy FPS, Headset: HyperX Cloud II, Chair: Secretlab Titan EVO 2022
Team: Free Agent, Player: S1Mon, Mouse: Lamzu Thorn White, Hz: NULL, DPI: 800.0, Sens: 0.43, eDPI: 344.0, Scoped Sens: 0.963, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Hayate Otsu Soft Wine Red, Keyboard: Razer Huntsman V3 Pro TKL White, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Free Agent, Player: shiba, Mouse: Razer Viper V3 Pro Black, Hz: 4000.0, DPI: 1600.0, Sens: 0.3, eDPI: 480.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Artisan Hayate Otsu Soft Black, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Free Agent, Player: JoXJo, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.355, eDPI: 284.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: Artisan FX Hien Soft Black, Keyboard: Wooting 60HE+, Headset: NULL, Chair: NULL
Team: Free Agent, Player: psalm, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.34, eDPI: 272.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Artisan FX Hien Soft Black, Keyboard: Custom Keyboard, Headset: NULL, Chair: Logitech G x Herman Miller Embody
Team: Free Agent, Player: Alone, Mouse: Logitech G Pro X Superlight Magenta, Hz: 1000.0, DPI: 800.0, Sens: 0.4, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1280x960, Mousepad: Artisan FX Hien Soft Black, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Free Agent, Player: garnetS, Mouse: Logitech G Pro X Superlight Red, Hz: 1000.0, DPI: 800.0, Sens: 0.78, eDPI: 624.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Artisan FX Hien Soft Black, Keyboard: Logitech G915 TKL White, Headset: HyperX Cloud II Gun Metal, Chair: NULL
Team: Free Agent, Player: v1nNy, Mouse: Pulsar Xlite V3 Es Red, Hz: NULL, DPI: 800.0, Sens: 0.32, eDPI: 256.0, Scoped Sens: NULL, Monitor: Alienware AW2523HF, Resolution: 1920x1080, Mousepad: Artisan FX Hien Mid Black, Keyboard: Pulsar PCMK 2 HE TKL, Headset: HyperX Cloud II, Chair: DXRacer Prince
Team: Free Agent, Player: Sher1o, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.2, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: NULL, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: SeoeuN, Mouse: NULL, Hz: 8000.0, DPI: 800.0, Sens: 0.38, eDPI: 304.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1920x1080, Mousepad: NULL, Keyboard: NULL, Headset: NULL, Chair: NULL
Team: Free Agent, Player: YuRiHaNa, Mouse: NULL, Hz: NULL, DPI: 400.0, Sens: 0.565, eDPI: 226.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1920x1080, Mousepad: NULL, Keyboard: NULL, Headset: NULL, Chair: NULL
Team: FULL SENSE, Player: LAMMYSNAX, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.244, eDPI: 195.2, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn Pro Red, Keyboard: Wooting 60HE+, Headset: Sennheiser GAME ZERO, Chair: Secretlab Titan EVO 2022
Team: FULL SENSE, Player: JohnOlsen, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 4000.0, DPI: 800.0, Sens: 0.4, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Hayate Otsu XSoft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: NULL
Team: FunPlus Phoenix, Player: AAAAY, Mouse: Razer Viper V3 Pro Black, Hz: 4000.0, DPI: 800.0, Sens: 0.214, eDPI: 171.2, Scoped Sens: NULL, Monitor: NULL, Resolution: NULL, Mousepad: ZOWIE G-TR, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: FunPlus Phoenix, Player: Autumn, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.113, eDPI: 180.8, Scoped Sens: NULL, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: VAXEE PE Little Devil, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: FunPlus Phoenix, Player: Life, Mouse: Razer Viper V3 Pro Black, Hz: NULL, DPI: 1600.0, Sens: 0.1, eDPI: 160.0, Scoped Sens: NULL, Monitor: NULL, Resolution: NULL, Mousepad: VAXEE PE Frost Wanderer, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: FunPlus Phoenix, Player: yosemite, Mouse: G-Wolves Hati S+ 4K, Hz: 1000.0, DPI: 800.0, Sens: 0.3, eDPI: 240.0, Scoped Sens: NULL, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: Artisan Ninja FX Zero XSoft Orange, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: FURIA, Player: RAAFA, Mouse: Razer Viper V3 Pro Black, Hz: 4000.0, DPI: 800.0, Sens: 0.4, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1568x1080, Mousepad: VAXEE PB Black, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: HyperX Cloud II, Chair: NULL
Team: FURIA, Player: Khalil, Mouse: VAXEE E1 Wireless Red, Hz: 1000.0, DPI: 1600.0, Sens: 0.21, eDPI: 336.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: VAXEE PA O22, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: HyperX Cloud II, Chair: NULL
Team: FURIA, Player: mwzera, Mouse: VAXEE XE-S Wireless Black, Hz: 2000.0, DPI: 800.0, Sens: 0.36, eDPI: 288.0, Scoped Sens: 0.9, Monitor: ZOWIE XL2546K, Resolution: 1280x1024, Mousepad: VAXEE PA O22, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: HyperX Cloud II, Chair: Razer Iskur V2
Team: FURIA, Player: havoc, Mouse: Razer Viper V3 Pro Faker Edition, Hz: 1000.0, DPI: 800.0, Sens: 0.3, eDPI: 240.0, Scoped Sens: NULL, Monitor: AOC AG251FZ, Resolution: 1920x1080, Mousepad: VAXEE PA O22, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: HyperX Cloud II, Chair: Razer Iskur V2
Team: FURIA, Player: heat, Mouse: Pulsar X2H Es, Hz: 1000.0, DPI: 800.0, Sens: 0.4, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: NULL, Mousepad: Pulsar x Lethal Gaming Gear Hyperion Soft, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: Razer Iskur V2
Team: FUT Esports, Player: yetujey, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.7, eDPI: 560.0, Scoped Sens: 1.0, Monitor: ASUS TUF VG279QM, Resolution: 1280x960, Mousepad: ZOWIE G-SR-SE Rouge, Keyboard: Wooting 80HE Black, Headset: Logitech G Pro X Headset, Chair: Razer Iskur V2
Team: FUT Esports, Player: xeus, Mouse: VAXEE E1 Wireless Fluorescent Green, Hz: NULL, DPI: 400.0, Sens: 0.5, eDPI: 200.0, Scoped Sens: NULL, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: ZOWIE G-SR-SE Rouge, Keyboard: Wooting 80HE Black, Headset: Logitech G PRO X 2 Headset Black, Chair: Razer Iskur V2
Team: FUT Esports, Player: cNed, Mouse: ZOWIE U2, Hz: 1000.0, DPI: 800.0, Sens: 0.3, eDPI: 240.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Zowie G-SR II, Keyboard: Wooting 80HE Black, Headset: Logitech G Pro X Headset, Chair: Secretlab Titan EVO 2022
Team: FUT Esports, Player: AtaKaptan, Mouse: Logitech G Pro X Superlight 2 Dex Black, Hz: 1000.0, DPI: 800.0, Sens: 0.28, eDPI: 224.0, Scoped Sens: 1.0, Monitor: Alienware AW2521H, Resolution: 1280x960, Mousepad: VAXEE PD, Keyboard: Logitech G Pro X TKL RAPID Black, Headset: Logitech G PRO X 2 Headset Black, Chair: Razer Iskur V2
Team: FUT Esports, Player: MrFalin, Mouse: VAXEE ZYGEN NP-01S V2 Wireless Deep Blue, Hz: 1000.0, DPI: 800.0, Sens: 0.42, eDPI: 336.0, Scoped Sens: 1.0, Monitor: Alienware AW2523HF, Resolution: 1920x1080, Mousepad: VAXEE PC, Keyboard: Wooting 80HE Black, Headset: NULL, Chair: Razer Iskur V2
Team: FUT Esports, Player: qRaxs, Mouse: ZOWIE EC2-CW, Hz: 1000.0, DPI: 800.0, Sens: 0.6, eDPI: 480.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: VAXEE PB Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: Razer Iskur V2
Team: G2 Esports, Player: jawgemo, Mouse: Lamzu Maya X White, Hz: 4000.0, DPI: 800.0, Sens: 0.21, eDPI: 168.0, Scoped Sens: 1.1, Monitor: ZOWIE XL2566K, Resolution: 1280x1024, Mousepad: X-raypad Aqua Control Pro Neon, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: Secretlab Titan EVO 2022
Team: G2 Esports, Player: trent, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.133, eDPI: 212.8, Scoped Sens: 1.009, Monitor: ZOWIE XL2546, Resolution: 1440x1080, Mousepad: SteelSeries QcK Heavy, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: Secretlab Titan EVO 2022
Team: G2 Esports, Player: ShahZaM, Mouse: Pulsar X3 Black, Hz: 1000.0, DPI: 800.0, Sens: 0.265, eDPI: 212.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Pulsar ES2, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: Secretlab Titan EVO 2022
Team: G2 Esports, Player: valyn, Mouse: Logitech G Pro X Superlight 2 Magenta, Hz: 1000.0, DPI: 1600.0, Sens: 0.15, eDPI: 240.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Logitech G740, Keyboard: Logitech G Pro X TKL RAPID Black, Headset: Logitech G Pro X Headset, Chair: NULL
Team: G2 Esports, Player: JonahP, Mouse: Logitech G Pro 2 LIGHTSPEED Black, Hz: 1000.0, DPI: 400.0, Sens: 0.5, eDPI: 200.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: GameSense Radar Purple, Keyboard: Wooting 60HE+, Headset: Sennheiser GAME ZERO, Chair: Secretlab Titan G2 Edition
Team: G2 Esports, Player: leaf, Mouse: Logitech G Pro 2 LIGHTSPEED Black, Hz: 2000.0, DPI: 1600.0, Sens: 0.08, eDPI: 128.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan FX Hien XSoft Wine Red, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: NULL
Team: G2 Gozen, Player: mimi, Mouse: Logitech G Pro X Superlight 2 Magenta, Hz: 1000.0, DPI: 800.0, Sens: 0.28, eDPI: 224.0, Scoped Sens: 1.0, Monitor: AOC AG254FG, Resolution: 1280x960, Mousepad: Logitech G640 Original, Keyboard: Logitech G Pro X TKL Keyboard Magenta, Headset: Logitech G PRO X 2 Headset Magenta, Chair: Logitech G x Herman Miller Embody
Team: Galakticos, Player: glovee, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 400.0, Sens: 0.4, eDPI: 160.0, Scoped Sens: 1.1, Monitor: ZOWIE XL2546K, Resolution: 1280x1024, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Gen.G, Player: Suggest, Mouse: Logitech G Pro X Superlight Magenta, Hz: 1000.0, DPI: 1600.0, Sens: 0.15, eDPI: 240.0, Scoped Sens: 1.0, Monitor: Alienware AW2518H, Resolution: 1280x960, Mousepad: XTEN Control, Keyboard: Logitech G915, Headset: Logitech G Pro X Headset, Chair: NULL
Team: Gen.G, Player: Munchkin, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.35, eDPI: 280.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1440x1080, Mousepad: X-raypad Aqua Control+, Keyboard: Razer Huntsman V3 Pro TKL White, Headset: Sennheiser GAME ONE, Chair: NULL
Team: Gen.G, Player: Karon, Mouse: Logitech G Pro X Superlight Magenta, Hz: 1000.0, DPI: 800.0, Sens: 0.2, eDPI: 160.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: X-raypad Aqua Control+, Keyboard: Wooting 60HE+, Headset: NULL, Chair: NULL
Team: Gen.G, Player: Foxy9, Mouse: Logitech G Pro X Superlight 2 Magenta, Hz: 1000.0, DPI: 800.0, Sens: 0.314, eDPI: 251.2, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: VAXEE PA Pcute 2025HNY, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: Gen.G, Player: t3xture, Mouse: Logitech G Pro X Superlight Magenta, Hz: 1000.0, DPI: 800.0, Sens: 0.45, eDPI: 360.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: SteelSeries QcK Performance Balance, Keyboard: SteelSeries Apex Pro TKL Gen 3 Black, Headset: Razer BlackShark V2 HyperSpeed, Chair: NULL
Team: Gentle Mates, Player: Zyppan, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.24, eDPI: 192.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1920x1080, Mousepad: ZOWIE G-SR-SE Blue, Keyboard: Wooting 80HE Black, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: Gentle Mates, Player: kAdavra, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.415, eDPI: 332.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1280x1024, Mousepad: Razer Gigantus V2, Keyboard: Wooting Two HE, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: Gentle Mates, Player: Click, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 1000.0, DPI: 800.0, Sens: 0.35, eDPI: 280.0, Scoped Sens: NULL, Monitor: ZOWIE XL2540K, Resolution: 1920x1080, Mousepad: Logitech G840, Keyboard: Logitech G915, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: Gentle Mates, Player: beyAz, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.122, eDPI: 195.2, Scoped Sens: 0.9, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: Lethal Gaming Gear Saturn Pro, Keyboard: Razer Huntsman V3 Pro, Headset: Razer BlackShark V2 Pro Black, Chair: Logitech G x Herman Miller Embody
Team: Gentle Mates, Player: Minny, Mouse: Razer DeathAdder (2025 Unreleased), Hz: 1000.0, DPI: 1600.0, Sens: 0.1, eDPI: 160.0, Scoped Sens: NULL, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: Lethal Gaming Gear Saturn Pro, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: Gentle Mates, Player: RobbieBk, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 400.0, Sens: 0.24, eDPI: 96.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan FX Hien Mid Black, Keyboard: Wooting 80HE Black, Headset: Razer BlackShark V2 Pro White, Chair: Razer Iskur V2
Team: GIANTX, Player: Redgar, Mouse: Pulsar Xlite V3 Es Black, Hz: 1000.0, DPI: 800.0, Sens: 0.27, eDPI: 216.0, Scoped Sens: 1.0, Monitor: ASUS ROG PG27AQDM, Resolution: 1920x1080, Mousepad: ZOWIE G-SR-SE Deep Blue, Keyboard: Wooting Two HE, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: GIANTX, Player: Cloud, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.35, eDPI: 280.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: ZOWIE G-SR, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II Pink, Chair: NULL
Team: GIANTX, Player: tomaszy, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 400.0, Sens: 0.63, eDPI: 252.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1600x1024, Mousepad: SteelSeries QcK Heavy, Keyboard: Wooting 60HE+, Headset: Logitech G PRO X 2 Headset White, Chair: NULL
Team: GIANTX, Player: westside, Mouse: Razer Viper V2 Pro Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.11, eDPI: 176.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2540K, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn Pro, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: NULL
Team: GIANTX, Player: runneR, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 400.0, Sens: 0.44, eDPI: 176.0, Scoped Sens: NULL, Monitor: NULL, Resolution: 1280x960, Mousepad: Artisan Type-99 Matcha, Keyboard: Xtrfy K5 Compact RGB Black, Headset: JBL Quantum One, Chair: Secretlab Titan Evo Vitality Edition
Team: GIANTX, Player: purp0, Mouse: Lamzu Maya X White, Hz: 2000.0, DPI: 800.0, Sens: 0.27, eDPI: 216.0, Scoped Sens: 0.8, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II Pink, Chair: NULL
Team: Global Esports, Player: Deryeon, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 1600.0, Sens: 0.13, eDPI: 208.0, Scoped Sens: 1.15, Monitor: ZOWIE XL2546K, Resolution: 1440x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Razer Huntsman V3 Pro, Headset: HyperX Cloud II, Chair: NULL
